CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Wings of the Ocean,Praia de S.Roque,PT,North-east Atlantic Ocean,188,Urban,Pebbels,20210403,Cleanup,-16.76460564,32.71641699,-16.76333427,32.71772134
Mare Nostrum,Tuzla,RO,Black Sea,99,Rural,Sandy,20210518,Monitoring,28.662611,43.999139,28.662417,44.000028
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170623,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20171019,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170715,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170719,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170620,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,T_s_Bauma_KurthE,CH,,53,,,20170627,Cleanup,8.867824888,47.37017566,8.867135059,47.37028189
Swiss Litter Report,T_s_Bauma_KurthE,CH,,53,,,20170424,Cleanup,8.867824888,47.37017566,8.867135059,47.37028189
Swiss Litter Report,T_s_Bauma_KurthE,CH,,53,,,20170829,Cleanup,8.867824888,47.37017566,8.867135059,47.37028189
Swiss Litter Report,T_s_Bauma_KurthE,CH,,53,,,20170807,Cleanup,8.867824888,47.37017566,8.867135059,47.37028189
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20210402,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20171016,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20201106,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20180416,Monitoring,28.59051,43.83461,28.59055,43.83369
Surfrider Foundation Europe,"5 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,350,,,20190226,Cleanup,7.332931,43.6923711,7.332931,43.69237111
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20180119,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20180219,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20170829,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20171026,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170519,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180226,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170415,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180128,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170822,Cleanup,8.961592821,47.49361003,8.961466495,47.493684
Surfrider Foundation Europe,"7 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,350,,,20190423,Cleanup,7.3329394,43.6928156,7.3329394,43.69281561
Marnoba,"Castilla, Huelva",ES,North-east Atlantic Ocean,100,Rural,Sandy,20160628,Cleanup,-6.690494,37.070896,-6.689494,37.070896
Marnoba,"Castilla, Huelva",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180415,Cleanup,-6.690494,37.070896,-6.689494,37.070896
Monitoraggio Strategia Marina  Ministero dell_mbiente,Parco Naturale S. Bartolo di Pesaro,IT,Mediterranean Sea,99,,,20180419,Monitoring,12.78907,43.9651,12.79007,43.9651
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20170410,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20160411,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20180921,Cleanup,28.59051,43.83461,28.59055,43.83369
Surfrider Foundation Europe,"37 Quai de la Seine, 75019 Paris, France",,Unknown,750,,,20191010,Cleanup,2.3730038,48.8861338,2.3730038,48.88613381
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20170826,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20171122,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20170709,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20180129,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
gBqsPxAZ,SpotX,DK,Baltic Sea,201,Near river mouth,Other (mixed),20210302,Cleanup,11.38009312,55.7772895,11.378634,55.77568442
gBqsPxAZ,f_vika,NO,North-east Atlantic Ocean,617,,,20150914,Cleanup,14.60424851,68.43381799,14.59606577,68.42924873
gBqsPxAZ,Porto das dunas ,null,Unknown,10542,,,20181110,Cleanup,-38.40005082,-3.825214919,-38.34464244,-3.902626538
Surfrider Foundation Europe,"17 Rue du 8 Mai 1945, 64110 Maz?res-Lezons, France",Int,,81,,,20150321,Cleanup,-0.352569,43.2839,-0.351569,43.2839
Surfrider Foundation Europe,"S?dring 40, 22303 Hamburg, Deutschland",,Unknown,750,,,20190629,Cleanup,10.0215996,53.5915912,10.0215996,53.59159121
Surfrider Foundation Europe,"Les Combes La Couarde-sur-Mer, 17670 La Couarde-sur-Mer, France",FR,North-east Atlantic Ocean,77,,,20150510,Cleanup,-1.45121,46.1986,-1.45021,46.1986
Surfrider Foundation Europe,"Place du Pr?sident Wilson, 21000 Dijon, France",,Unknown,2000,,,20190519,Cleanup,5.0433685,47.3155815,5.0433685,47.31558151
Perseus,Ammos Beach Mamaia,RO,Black Sea,447,,Sandy,20150426,Cleanup,28.62298962,44.28253854,28.62244442,44.27853049
Marnoba,"La Barceloneta, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20160506,Cleanup,2.191738,41.377407,2.192738,41.377407
Surfrider Foundation Europe,"plage de Trezmalaouen, 29100 Kerlaz, France",FR,North-east Atlantic Ocean,74,,,20150322,Cleanup,-4.28806,48.1037,-4.28706,48.1037
Monitoraggio Strategia Marina  Ministero dell_mbiente,Parco Naturale S. Bartolo di Pesaro,IT,Mediterranean Sea,99,,,20170629,Monitoring,12.78907,43.9651,12.79007,43.9651
Monitoraggio Strategia Marina  Ministero dell_mbiente,Parco Naturale S. Bartolo di Pesaro,IT,Mediterranean Sea,99,,,20181023,Monitoring,12.78907,43.9651,12.79007,43.9651
Monitoraggio Strategia Marina  Ministero dell_mbiente,Parco Naturale S. Bartolo di Pesaro,IT,Mediterranean Sea,99,,,20171011,Monitoring,12.78907,43.9651,12.79007,43.9651
Plastic Change,Roskilde Vikingeskibsmuseum,DK,North-east Atlantic Ocean,57,Urban,Other (mixed),20160504,Monitoring,12.08207642,55.65111993,12.08281224,55.6514134
gBqsPxAZ,"Laganas, Zakynthos",GR,Mediterranean Sea,1902,,,20170719,Cleanup,20.86198141,37.72023273,20.87945172,37.73030085
Surfrider Foundation Europe,"Passeig de la Ribera, 14, 08870 Sitges, Barcelona, Spain",ES,Mediterranean Sea,150,,,20191218,Cleanup,1.8096479,41.2351316,1.8096479,41.23513161
Marnoba,"Pto La Alcaidesa , C_iz",ES,Mediterranean Sea,100,Rural,Sandy,20181006,Cleanup,-5.312902,36.235761,-5.311902,36.235761
Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171130,Cleanup,9.543909919,47.4862163,9.543766189,47.48593948
Surfrider Foundation Europe,"Chemin du Phare, 13500 Martigues, France",,Mediterranean Sea,350,,,20190926,Cleanup,5.053345,43.327879,5.053345,43.32787901
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170629,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20171031,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170917,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180226,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171229,Cleanup,9.543909919,47.4862163,9.543766189,47.48593948
Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171029,Cleanup,9.543909919,47.4862163,9.543766189,47.48593948
Surfrider Foundation Europe,"23 Boulevard Aristide Briand, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20150402,Cleanup,-0.262732,49.2914,-0.261732,49.2914
gBqsPxAZ,Kvavilnari,GE,Black Sea,50,Near river mouth,Sandy,20190424,Monitoring,41.75558902,42.01113054,41.75575813,42.01069445
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180329,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20171130,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170830,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20171230,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180117,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Surfrider Foundation Europe,"322 Avenue Jean-Baptiste Mattei, 83500 La Seyne-sur-Mer, France",FR,Mediterranean Sea,350,,,20190316,Cleanup,5.8976929,43.0801078,5.8976929,43.08010781
gBqsPxAZ,clogherhead 100m,IE,North-east Atlantic Ocean,114,,,20160617,Cleanup,-6.234836673,53.78804454,-6.233725008,53.78884058
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20180123,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170402,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20180314,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20170917,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20170521,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,l_schebach_bern_scheurerk,CH,,171,,,20180220,Cleanup,7.492835886,46.96494599,7.493958992,46.96361098
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170730,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170523,Cleanup,8.857837298,46.69827386,8.857601957,46.69822323
Surfrider Foundation Europe,"Unnamed Road Carcans, 33121 Carcans, France",FR,North-east Atlantic Ocean,78,,,20150409,Cleanup,-1.18724,45.1137,-1.18624,45.1137
Marnoba,"El Chaparral, M_aga",ES,Mediterranean Sea,100,Rural,Other (mixed),20171008,Cleanup,-4.677499771,36.51111221,-4.676499771,36.51111221
Monitoraggio Strategia Marina  Ministero dell_mbiente,Senigallia,IT,Mediterranean Sea,99,,,20171116,Monitoring,13.22622,43.71541,13.22722,43.71541
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20170628,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20170525,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20170725,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20170928,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20180318,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Monitoraggio Strategia Marina  Ministero dell_mbiente,Senigallia,IT,Mediterranean Sea,99,,,20180423,Monitoring,13.22622,43.71541,13.22722,43.71541
Monitoraggio Strategia Marina  Ministero dell_mbiente,Senigallia,IT,Mediterranean Sea,99,,,20170410,Monitoring,13.22622,43.71541,13.22722,43.71541
Monitoraggio Strategia Marina  Ministero dell_mbiente,Senigallia,IT,Mediterranean Sea,99,,,20181206,Monitoring,13.22622,43.71541,13.22722,43.71541
Surfrider Foundation Europe,"32 Avenue Claude Vignon, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,350,,,20190313,Cleanup,7.3359106,43.6869472,7.3359106,43.68694721
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20171021,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170915,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20171116,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170709,Cleanup,7.452585674,46.97096722,7.451389792,46.97080631
Mare Nostrum,Tuzla,RO,Black Sea,99,Rural,Sandy,20200520,Monitoring,28.662611,43.999139,28.662417,44.000028
Mare Nostrum,Tuzla,RO,Black Sea,99,Rural,Sandy,20201106,Monitoring,28.662611,43.999139,28.662417,44.000028
Surfrider Foundation Europe,"Plage des Conches, 85560 LONGEVILLE SUR MER, France",FR,North-east Atlantic Ocean,76,,,20150321,Cleanup,-1.50066,46.3958,-1.49966,46.3958
Surfrider Foundation Europe,"Parking Anse du Croc - local Malicorne Surf Association, 22240 Fr?hel, France",FR,North-east Atlantic Ocean,73,,,20150322,Cleanup,-2.36573,48.6548,-2.36473,48.6548
Surfrider Foundation Europe,"23 Route de Maguelone, 34250 Palavas-les-Flots, France",FR,Mediterranean Sea,81,,,20151115,Cleanup,3.91236,43.5199,3.91336,43.5199
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",FR,North-east Atlantic Ocean,150,,,20190321,Cleanup,-1.6187518,43.4226009,-1.6187518,43.42260091
Surfrider Foundation Europe,"113 Passeig Mar_im de la Patacona, 46120 Alboraia, Espagne",ES,Mediterranean Sea,87,,,20150322,Cleanup,-0.323816,39.4949,-0.322816,39.4949
Legambiente Onlus,"Spiaggia della Brussa (Valle Vecchia), Caorle (VE)",IT,Mediterranean Sea,100,,,20170423,Monitoring,12.93953,45.61811,12.94053,45.61811
Swiss Litter Report,T_s_Bauma_KurthE,CH,,53,,,20170928,Cleanup,8.867824888,47.37017566,8.867135059,47.37028189
Swiss Litter Report,T_s_Bauma_KurthE,CH,,53,,,20170528,Cleanup,8.867824888,47.37017566,8.867135059,47.37028189
KYMA,Ladiou Beach,GR,Mediterranean Sea,36,Rural,Sandy,20190523,Cleanup,24.35678308,37.68073076,24.35646921,37.68052964
EMBLAS,Mazesta,RU,Black Sea,106,Rural,Other (mixed),20191015,Cleanup,39.75807549,43.55930624,39.75699521,43.55986234
gBqsPxAZ,Kvavilnari,GE,Black Sea,50,Near river mouth,Sandy,20190127,Monitoring,41.75558902,42.01113054,41.75575813,42.01069445
gBqsPxAZ,Kvavilnari,GE,Black Sea,50,Near river mouth,Sandy,20200202,Monitoring,41.75558902,42.01113054,41.75575813,42.01069445
gBqsPxAZ,Kvavilnari,GE,Black Sea,50,Near river mouth,Sandy,20190824,Monitoring,41.75558902,42.01113054,41.75575813,42.01069445
gBqsPxAZ,Kvavilnari,GE,Black Sea,50,Near river mouth,Sandy,20191122,Monitoring,41.75558902,42.01113054,41.75575813,42.01069445
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20171128,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Swiss Litter Report,lacl_an_gland_kubela,CH,,7,Rural,Rocky,20171216,Cleanup,6.281935828,46.40286928,6.281920386,46.40293208
Wings of the Ocean,Praia do Cani_l,PT,North-east Atlantic Ocean,114,Urban,Pebbels,20210405,Cleanup,-16.7385453,32.7364677,-16.73743486,32.73688284
Anemone,Corbu (Anemone),RO,Black Sea,109,Rural,Sandy,20190410,Monitoring,28.70474,44.36764,28.70428,44.36672
Anemone,Corbu (Anemone),RO,Black Sea,109,Rural,Sandy,20190919,Monitoring,28.70474,44.36764,28.70428,44.36672
Surfrider Foundation Europe,"Grosso CUM / Promenade, 06000 Nice, France",FR,Mediterranean Sea,750,,,20190321,Cleanup,7.2526511,43.6930843,7.2526511,43.69308431
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170503,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170930,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20171130,Cleanup,9.063815632,47.44678658,9.064160585,47.44744754
Surfrider Foundation Europe,"Domaine naturiste de La Jenny, 33680 Le Porge, France",FR,North-east Atlantic Ocean,79,,,20150321,Cleanup,-1.21025,44.8441,-1.20925,44.8441
gBqsPxAZ,Hellerup strand ,DK,North-east Atlantic Ocean,159,,,20191229,Cleanup,12.58230729,55.73236675,12.58232031,55.73379617
gBqsPxAZ,Hellerup strand ,DK,North-east Atlantic Ocean,159,,,20200125,Cleanup,12.58230729,55.73236675,12.58232031,55.73379617
gBqsPxAZ,Hellerup strand ,DK,North-east Atlantic Ocean,159,,,20190925,Cleanup,12.58230729,55.73236675,12.58232031,55.73379617
Surfrider Foundation Europe,"Avenue de Montredon, 13008 Marseille, France",FR,Mediterranean Sea,150,,,20190926,Cleanup,5.3690609,43.2421475,5.3690609,43.24214751
gBqsPxAZ,Playa de Baldaio,ES,North-east Atlantic Ocean,408,Rural,Sandy,20160607,Cleanup,-8.678985199,43.29871191,-8.674127527,43.29965946
Surfrider Foundation Europe,"5153F Rue Bouronne, 13600 La Ciotat, France",FR,Mediterranean Sea,81,,,20150416,Cleanup,5.60515,43.1737,5.60615,43.1737
Surfrider Foundation Europe,"Avenue Salvador Allende, 13500 Martigues, France",FR,Mediterranean Sea,81,,,20150531,Cleanup,5.05373,43.4048,5.05473,43.4048
Marnoba,"Canet de Mar, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20150506,Cleanup,2.58830869,41.58764389,2.58930869,41.58764389
Surfrider Foundation Europe,"64 Route du Rohu, 56730 Saint-Gildas-de-Rhuys, France",FR,North-east Atlantic Ocean,1500,,,20190822,Cleanup,-2.8556327,47.5192312,-2.8556327,47.51923121
HCMR@School, Faneromeni,GR,Mediterranean Sea,106,,,20150930,Cleanup,23.43471984,37.98493679,23.4335408,37.98483059
Surfrider Foundation Europe,"1029 Barrio Oriñón, 39798 Oriñón, Espagne",ES,North-east Atlantic Ocean,81,,,20150704,Cleanup,-3.325,43.4001,-3.324,43.4001
Legambiente Onlus,D'Ayala Maruggio (TA),IT,Unknown,100,,,20180426,Monitoring,0.000157573,0.000361994,0.000157582,0.000361994
Surfrider Foundation Europe,"1 Route de Pen an Toul, 29480 Le Relecq-Kerhuon, France",FR,North-east Atlantic Ocean,73,,,20150321,Cleanup,-4.39728,48.3931,-4.39628,48.3931
Legambiente Onlus,Mirante Maruggio (TA),IT,Unknown,100,,,20180415,Monitoring,0.000158024,0.000362011,0.000158033,0.000362011
Surfers Against Sewage,Itchen River,UK,North-east Atlantic Ocean,1087,,,20150315,Cleanup,-1.375628466,50.93440054,-1.377277516,50.92468656
Marnoba,"Playa Nova, Alicante/Alacant",ES,Mediterranean Sea,100,Urban,Sandy,20171008,Cleanup,0.111666664,38.84749985,0.112666664,38.84749985
Surfrider Foundation Europe,"9 All?e des Bugadi?res, 06800 Cagnes-sur-Mer, France",FR,Mediterranean Sea,350,,,20190414,Cleanup,7.1505039,43.6659218,7.1505039,43.66592181
Surfrider Foundation Europe,"7 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20190328,Cleanup,7.3370141,43.6883442,7.3370141,43.68834421
Surfrider Foundation Europe,"7 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20190320,Cleanup,7.3370141,43.6883442,7.3370141,43.68834421
Surfrider Foundation Europe,"7 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20190402,Cleanup,7.3370141,43.6883442,7.3370141,43.68834421
Surfrider Foundation Europe,"32 Via Cartagine, 00058 Santa Marinella, Italie",IT,Mediterranean Sea,83,,,20150322,Cleanup,11.9563,42.0172,11.9573,42.0172
Surfrider Foundation Europe,"D107 Le Porge, 33680 Le Porge, France",FR,North-east Atlantic Ocean,79,,,20150522,Cleanup,-1.21686,44.9024,-1.21586,44.9024
Surfrider Foundation Europe,"Digue de Rochebonne Saint-Malo, Ille-et- Saint-Malo, France",FR,North-east Atlantic Ocean,73,,,20150603,Cleanup,-1.99781,48.6593,-1.99681,48.6593
Surfrider Foundation Europe,"13 Boulevard Chanard, 56170 Quiberon, France",FR,North-east Atlantic Ocean,750,,,20190510,Cleanup,-3.1187665,47.4794177,-3.1187665,47.47941771
Legambiente Onlus,"Spiaggia alla foce del Fiume Irminio, Ragusa (RG)",IT,Mediterranean Sea,100,,,20150510,Monitoring,14.59553,36.77258,14.59653,36.77258
Surfrider Foundation Europe,"35 Chemin de la Coconni_e, 44730 Saint-Michel-Chef-Chef, France",FR,North-east Atlantic Ocean,75,,,20150628,Cleanup,-2.16116,47.1909,-2.16016,47.1909
Marnoba,"Cala Pi, Illes Balears",ES,Mediterranean Sea,100,Rural,Rocky,20180928,Cleanup,2.836666584,39.36444473,2.837666584,39.36444473
Surfrider Foundation Europe,"154 Rue de Lausanne, 1202 Gen_e, Suisse",FR,,77,,,20150529,Cleanup,6.15177,46.2231,6.15277,46.2231
Black Sea Eco Academy,KOBULETI BEACH near River Degva mouth,GE,Black Sea,100,Urban,Pebbels,20210614,Monitoring,41.76662652,41.79807001,41.76598317,41.79641219
gBqsPxAZ,Plage de la Mine,,North-east Atlantic Ocean,430,Near river mouth,Sandy,20190502,Cleanup,-1.630031298,46.41787904,-1.627265343,46.41451396
Surfrider Foundation Europe,"Parc du Champ de Mars, Avenue de la R?publique, 68000 Colmar, France",,Unknown,150,,,20190519,Cleanup,7.3527754,48.0755942,7.3527754,48.07559421
gBqsPxAZ,Betzet,IL,Mediterranean Sea,1018,Rural,Sandy,20151229,Cleanup,35.10579459,33.07914574,35.10457757,33.07002513
